http://www.queensjournal.ca//story/2006-10-20/editorials/no-other-word-hate/,
http://www.queensjournal.ca//story/2006-05-30/editorials/culture-whiteness/,
http://www.queensjournal.ca//story/2007-10-02/editorials/no-whispering-sweet-nothings/,
http://www.queensjournal.ca//story/2007-09-07/editorials/man-enough-change/,
http://www.queensjournal.ca//story/2007-03-09/editorials/proud-queens-pride-week/,"“The inclusiveness of the events is perhaps the most important aspect of Queen’s Pride Week. By making their events inclusive and encouraging all students and staff to participate, regardless of their sexual orientation or gender identity, the week will help increase solidarity across the University and as Anna Fischer, Outwrite! chair, said, “it will increase the visibility of queer students on campus, and help to foster a safer, more accepting environment.””"
http://www.queensjournal.ca//story/2008-11-27/editorials/intergroup-overreaction/,The Globe and Mail published an editorial Nov. 20 that compared the program to the gulag penal system under the Soviet Union.
http://www.queensjournal.ca//story/2008-11-14/editorials/dialogue-cant-be-forced/,
http://www.queensjournal.ca//story/2008-09-30/editorials/token-outrage-falls-short/,
http://www.queensjournal.ca//story/2008-10-31/editorials/mantle-must-step-down/,"“At AMS Assembly last night AMS Council called for the resignation of ASUS President Jacob Mantle. The request was made in light of comments he made on a friend’s Facebook page.Underneath a picture of two girls wearing scarves around their heads, Mantle wrote, “I like your Taliban picture.””"
http://www.queensjournal.ca//story/2008-10-02/editorials/unfortunate-realities/,"“Life’s unfair; this is an indisputable fact.As an immigrant, or the child of an immigrant, you’ll often find yourself being identified as a visible minority. Although most of the mainstream population is tolerant, you have to, as a visible minority, expect some degree of abuse from a small pocket of the majority population.This should not happen but it does happen.”"
http://www.queensjournal.ca//story/2008-02-08/editorials/tight-lips-sink-ships-too/,"“Last week, two incidents of racism were reported after Queen’s students turned in posters vandalized with racist messages and signed by stormfront.org, a white supremacist Internet group.”“Missing from the [University’s] press release, however, was any mention of what was written on the posters.”"
http://www.queensjournal.ca//story/2008-02-12/editorials/truth-ugly/,"“What they reveal is a long and protracted debate over our responsibilities, in our public discussions of so significant and so personal a subject as race, to truth and to social justice. Shaping this debate are the numerous decisions people have made as to what’s worth reporting about race and what isn’t—in short, what makes race “news.”” "
http://www.queensjournal.ca//story/2008-06-24/editorials/committee-preach-y-keen/,"“Religious issues can’t be viewed in the same way as gender, ethnic or queer issues. Whereas people have come to accept the legitimacy of the latter issues, there needs to be more room for criticism in religious issues because there are so many different beliefs.”"
http://www.queensjournal.ca//story/2009-10-23/editorials/more-word/,"“Derogatory terms are facing the social firing squad, although there’s one that has yet to drop as hard as the others.The word retard is still widely used, often without receiving the mass cringing the others are met with.Correcting it shouldn’t take a social firing squad. It shouldn’t take a poster, or friends cringing. That makes it a political correctness issue when it should be a human issue.”"
http://www.queensjournal.ca//story/2009-02-11/editorials/speaking-silence/,"“I’m not here to debate the existence of racism at Queen’s. And I’m not interested in debating what to call it—systemic oppression, xenophobia, a fluke—because none of these terms prevented “it” from happening to me last year when, walking by the JDUC, a person looked me in the face and said, “Ew, Asian.””"
http://www.queensjournal.ca//story/2009-01-16/editorials/asus-advisor-redundant/,"“The Arts and Science Undergraduate Society (ASUS) is hiring a diversity and equity advisor to fulfill part of its three-point Leading Action on Diversity plan.The plan, created in response to ASUS President Jacob Mantle’s Islamophobic comment on a friend’s Facebook page in October, calls for the creation of an advisory position to oversee education on diversity issues for ASUS council members and arts and science students.”"
http://www.queensjournal.ca//story/2009-09-25/editorials/maybe-ham-not-coconut/,"“This summer, someone called me a coconut, or brown on the outside and white on the inside. It pissed me off.What does it mean to be a “coconut”?”"
http://www.queensjournal.ca//story/2010-11-19/editorials/macleans-strains/,"“An article published in Maclean’s on Nov. 10 titled “Too Asian?” asks a provocative question. The piece focuses on concerns within the academic community about the implications of a university gaining—as one student put it—a “reputation of being Asian.””“Ultimately, an individual is free to discount attending a university based on whatever criteria are most important to him or her. If this includes concerns about a university’s “Asian” reputation, then that student is simply letting their own racism inform a highly consequential decision.And he or she should probably think twice.” "
http://www.queensjournal.ca//story/2010-10-05/editorials/man-moan-less/,"“The idea that being a man “has to” mean certain things is short-sighted and offensive, and does nothing but contribute to gender stereotypes. Advocating for a return to the primal manhood of yesteryear, Cribb overlooks that the flexibility of gender roles is exactly what has made it possible for women to shake off proscribed domesticity.”"
http://www.queensjournal.ca//story/2010-04-01/editorials/sumo-showdown-offends/,"“On Tuesday, the National Post published an article about the AMS’s decision to cancel a Food Bank fundraiser called the “SUMO Showdown” that would have made use of two sumo wrestling suits.The suits, oversized plastic costumes designed to mimic the ancient Japanese sport of sumo wrestling, are yellow-tinted and include helmets with structures resembling black buns of hair on top.Upon hearing from a group of deeply offended students, the AMS published a two-page apology letter on their website and cancelled the fundraiser altogether.”"
http://www.queensjournal.ca//story/2010-01-22/editorials/asus-equity-role-disappoints/,"“Overseeing equity issues for all of ASUS is a daunting task that, if given to one student, should at least have a clear mandate. When shaping the new position, ASUS would do well to carefully consider what they want out of the role.At the same time, a broad domain like equity, which includes questions like diversity, gender and ability, should be considered a portfolio under everyone’s belt worthy of individual effort and attention.It’s unfortunate the creation of an Equity Commissioner role has ended up sparking more conflict for ASUS instead of promoting the positive change that was intended. It seems ASUS is left with more work to do where equity is concerned.”"
http://www.queensjournal.ca/story/2011-11-25/editorials/bands-suspension-justified/,"“Queen’s Bands is prevented from performing for the remainder of the fall term after controversial material, circulated amongst Bands members, was brought to the attention of the University and the AMS.The Bands songbook features vulgar and sexist songs and issues of the “The Banner” were rife with offensive material. Past front page titles from the past three years of this Bands-published pamphlet include “Mouth raping your little sister since 1905” and “Perpetuating racial stereotypes since 1905.”"
http://www.queensjournal.ca//story/2011-10-28/editorials/costume-controversy/,"“While many people who wear costumes to parody a stereotype don’t have malicious intentions, the implications of these costumes are often overlooked. The nature of Halloween allows for characterization. Dressing as a character is acceptable, but portraying an ethnicity or culture isn’t.”"
http://www.queensjournal.ca//story/2011-09-13/editorials/poor-housekeeping/,"“The safe space in the Grey House, a place that caters to Lesbian, Gay, Bisexual, Transgendered and Questioning (LGBTQ) students, is at risk."
http://www.queensjournal.ca//story/2012-11-16/editorials/subtle-racism-oversimplified/,"“Racism is a deeply entrenched aspect of our society — one that, in today’s day and age, often isn’t blatantly obvious.”"
http://www.queensjournal.ca//story/2012-02-14/editorials/dont-buy/,"“Kingston’s downtown strip club is a popular attraction for students. It’s deeply troubling to hear students I respect and admire support an industry that relies on the inherent objectification of women.Salary information company Payscale reported in 2011 that an average stripper can earn up to $82,000 annually. In professions where they keep their clothes on, women struggle to earn that much.”"
http://www.queensjournal.ca//story/2013-11-22/editorials/men-make-mark-centre/,"“At a more theoretical level, men are coping with stereotypical notions of masculinity at a time when expectations for male behaviour are changing at a faster pace than ever before.This confluence of issues calls for a “safe space” to discuss them. Most importantly, a men’s centre could help foster healthy dialogue with feminists on topics like gender equality.”"
http://www.queensjournal.ca//story/2013-10-22/editorials/mixed-messages/,"“It’s sometimes unsettling when people ask me where I’m from. While it might seem like an innocent question, it makes me feel like I have to accept a racial label. I’ve completed many surveys where I’ve had to state my race as “other”."
http://www.queensjournal.ca//story/2013-10-18/editorials/call-against-hate-crimes/,"“On Sunday, it’s alleged that six Queen’s students were harassed, and one student assaulted, by a group of young men in Kingston. Due to the nature of the attack and the fact that the victims are visible minorities, Kingston Police have said the assault is a hate crime.”"
